Species,subspecies,Specimen #,Measurer,Collection,Collection Year,Collection Month,Collection Day,Country,State/province,County/District,Locality,Elevation,BL Average,BW Average,BD Average,Tarsus Average,Kipp's Average,WC Average,Tail,Age,Sex
Tyrannus savana,monachus SA,45222,MM,The Field Museum,1913,1,28,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,12.325,7.015,5.12,17.7,34.78,102.965,301.181,Adult,Male
Tyrannus savana,savana,45284,MM,The Field Museum,1907,10,9,Venezuela,Merida,null,Merida,1600m,10.77,6.48,5.46,18.135,41.275,113.35,234.373,Adult,Male
Tyrannus vociferans,vociferans,47700,MM,The Field Museum,1890,10,17,United States of America,California,Los Angeles,Vernon,null,15.7,9.47,7.6,20.935,null,null,83.22,Adult,Female
Tyrannus melancholicus,despotes,48834,MM,The Field Museum,1913,11,6,Brazil,Bahia,null,"Macaco Secco, near Andarai",null,18.58,10.33,7.555,17.345,33.665,112.265,null,Adult,Male
Tyrannus melancholicus,despotes,48835,MM,The Field Museum,1913,11,11,Brazil,Bahia,null,"Macaco Secco, near Andarai",null,18.14,10.37,null,17.68,27.78,105.355,87.15,Adult,Female
Tyrannus melancholicus,despotes,48837,MM,The Field Museum,1914,3,26,Brazil,Bahia,null,"Sao Marcelo, Rio Preto",null,16.19,9.435,7.2,17.87,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,48838,MM,The Field Museum,1914,5,30,Peru,Junin,null,San Ramon,884m,16.67,9.435,7.31,17.915,null,null,null,SecondYear,Female
Tyrannus melancholicus,melancholicus,48839,MM,The Field Museum,1914,5,27,Peru,Junin,null,San Ramon,884m,16.115,9.435,7.04,17.44,31.87,117.415,93.14,Adult,Male
Tyrannus melancholicus,melancholicus,48840,MM,The Field Museum,1914,5,24,Peru,Junin,null,San Ramon,884m,17.085,9.73,6.79,17.63,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,48841,MM,The Field Museum,1914,5,23,Peru,Junin,null,San Ramon,884m,17.09,9.58,7.61,18.715,30,114.535,null,Adult,Female
Tyrannus melancholicus,melancholicus,48842,MM,The Field Museum,1914,5,27,Peru,Junin,null,San Ramon,884m,null,10.21,7.825,19.845,31.41,115.52,97.1,Adult,Female
Tyrannus melancholicus,despotes,48843,MM,The Field Museum,1913,6,19,Brazil,Ceara,null,Quixada,null,15.845,8.795,6.995,16.22,null,null,null,Adult,Male
Tyrannus melancholicus,despotes,48844,MM,The Field Museum,1913,6,27,Brazil,Ceara,null,Quixada,null,17.55,9.455,6.76,16.915,null,null,null,Adult,Male
Tyrannus melancholicus,despotes,48845,MM,The Field Museum,1913,9,4,Brazil,Ceara,null,"Jua, near Iguatu",null,18.75,9.63,null,16.225,28.125,103.26,89.02,Adult,Female
Tyrannus melancholicus,despotes,48846,MM,The Field Museum,1913,9,4,Brazil,Ceara,null,"Jua, near Iguatu",null,16.545,8.99,7.02,16.71,30.735,106.085,null,Adult,Male
Tyrannus melancholicus,satrapa,48853,MM,The Field Museum,1912,11,25,Brazil,Roraima,null,Boa Vista,null,13.745,8.83,6.995,16.04,27.535,106.945,98.94,Adult,Male
Tyrannus dominicensis,dominicensis,48858,MM,The Field Museum,1913,11,27,Venezuela,Zulia,null,Encontrados,null,20.565,10.835,8.665,18.05,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,48859,MM,The Field Museum,1913,11,28,Venezuela,Zulia,null,Encontrados,null,19.2,10.635,8.655,17.27,null,null,null,Adult,Male
Tyrannus savana,monachus SA,50832,MM,The Field Museum,1911,4,13,Colombia,Valle de Cauca,null,Palmira,1067m,null,6.51,5.395,17.77,null,null,null,Adult,Female
Tyrannus savana,monachus SA,50833,MM,The Field Museum,1911,8,11,Colombia,Valle de Cauca,null,Cali,1097m,12.14,null,null,17.22,null,null,261.071,Adult,Male
Tyrannus melancholicus,despotes,53019,MM,The Field Museum,1915,5,4,Brazil,Para,null,Utinga,null,15.99,9.205,6.83,16.76,27.75,106.005,84.57,SecondYear,Female
Tyrannus dominicensis,dominicensis,53646,MM,The Field Museum,1920,3,11,Venezuela,Trujillo,null,Valera,null,20.45,10.425,7.945,18.67,32.355,116.15,89.4,Adult,Male
Tyrannus savana,monachus SA,53649,MM,The Field Museum,1920,3,11,Venezuela,Trujillo,null,Valera,null,11.58,6.48,5.45,17.785,36.69,101.235,null,Adult,Male
Tyrannus niveigularis,null,57467,MM,The Field Museum,1922,8,26,Ecuador,Chimborazo,null,Puente de Chimbo,366m,14.735,8.945,6.975,18.62,null,null,null,Adult,Female
Tyrannus savana,savana,58201,MM,The Field Museum,1916,11,17,Argentina,Tucman,null,Concepcion,null,11.365,7.425,null,18.025,34.615,103.22,138.13,Adult,Female
Tyrannus savana,savana,58202,MM,The Field Museum,1918,2,6,Argentina,Tucman,null,Concepcion,null,null,6.44,4.875,15.8,null,null,149.17,Adult,Female
Tyrannus savana,savana,58203,MM,The Field Museum,1925,3,19,Argentina,Tucman,null,Concepcion,null,11.525,6.645,5.32,17.33,null,null,null,Adult,Male
Tyrannus savana,savana,58204,MM,The Field Museum,1918,2,6,Argentina,Tucman,null,Concepcion,null,11.02,7.005,5.665,17.485,null,null,null,Adult,Male
Tyrannus savana,savana,58205,MM,The Field Museum,1925,3,27,Argentina,Tucman,null,Concepcion,null,12.275,7.33,5.355,18.91,40.31,110.64,235.78,Adult,Male
Tyrannus savana,savana,58206,MM,The Field Museum,1917,11,13,Argentina,Tucman,null,Concepcion,null,11.23,6.97,5.94,17.32,35.26,104.37,186.934,Adult,Female
Tyrannus savana,savana,58207,MM,The Field Museum,1918,1,11,Argentina,Tucman,null,Concepcion,null,8.75,5.925,3.935,17.975,null,null,null,HatchYear,Male
Tyrannus savana,savana,58208,MM,The Field Museum,1918,1,15,Argentina,Tucman,null,Concepcion,null,9.95,6.47,4.73,18.91,null,null,null,HatchYear,Unknown
Tyrannus savana,savana,58209,MM,The Field Museum,1924,10,18,Argentina,Tucman,null,Concepcion,null,11.145,6.96,5.23,17.79,null,null,282.808,Adult,Male
Tyrannus savana,savana,58210,MM,The Field Museum,1917,8,11,Argentina,Tucman,null,Concepcion,null,11.445,7.335,5.135,16.99,32.795,104.68,174.274,Adult,Female
Tyrannus savana,savana,58211,MM,The Field Museum,1918,1,15,Argentina,Tucman,null,Concepcion,null,12.035,7.125,5.655,17.91,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,58214,MM,The Field Museum,1916,10,22,Argentina,Tucman,null,Concepcion,null,17.785,10.24,null,17.2,32.17,115.8,92.96,Adult,Male
Tyrannus melancholicus,melancholicus,58215,MM,The Field Museum,1925,3,18,Argentina,Tucman,null,Concepcion,null,18.07,10.295,7.82,19.285,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,58216,MM,The Field Museum,1918,2,4,Argentina,Tucman,null,Concepcion,null,17.625,10.235,7.89,18.27,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,58217,MM,The Field Museum,1917,1,7,Argentina,Tucman,null,Concepcion,null,16.72,9.33,7.155,16.465,31.995,115.165,null,Adult,Male
Tyrannus melancholicus,melancholicus,58218,MM,The Field Museum,1917,12,20,Argentina,Tucman,null,Concepcion,null,18.665,9.855,7.535,18.46,34.925,117.055,null,Adult,Male
Tyrannus melancholicus,melancholicus,58219,MM,The Field Museum,1925,2,10,Argentina,Tucman,null,Concepcion,null,18.075,10.055,7.645,18.03,29.98,112.075,null,Adult,Male
Tyrannus melancholicus,melancholicus,58220,MM,The Field Museum,1916,10,19,Argentina,Tucman,null,Concepcion,null,17.415,9.77,6.735,17.425,33.73,115.455,null,Adult,Male
Tyrannus melancholicus,melancholicus,58221,MM,The Field Museum,1925,3,14,Argentina,Tucman,null,Concepcion,null,18.01,9.385,7.1,17.845,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,58222,MM,The Field Museum,1916,11,16,Argentina,Tucman,null,Concepcion,null,17.34,9.87,7.99,17.63,30.7,110.955,null,Adult,Female
Tyrannus melancholicus,melancholicus,58223,MM,The Field Museum,1916,11,23,Argentina,Tucman,null,Concepcion,null,18.85,9.695,7.495,18.285,31.97,114.395,null,Adult,Male
Tyrannus melancholicus,melancholicus,58224,MM,The Field Museum,1918,1,5,Argentina,Tucman,null,Concepcion,null,16.59,9.92,7.235,17.735,null,null,null,Adult,Unknown
Tyrannus melancholicus,melancholicus,58225,MM,The Field Museum,1924,11,3,Argentina,Tucman,null,Concepcion,null,17.605,9.24,6.92,17.985,29.665,112.445,93.07,Adult,Male
Tyrannus melancholicus,melancholicus,58226,MM,The Field Museum,1916,12,22,Argentina,Tucman,null,Concepcion,null,18.29,10.53,7.875,18.735,null,null,null,Adult,Unknown
Tyrannus melancholicus,melancholicus,59574,MM,The Field Museum,1922,5,27,Peru,Hu‡nuco,null,Huanuco,null,16.635,9.6,8.265,17.965,null,null,84.42,Adult,Male
Tyrannus savana,savana,63000,MM,The Field Museum,1923,9,3,Brazil,Maranh‹o,null,Sao Bento,null,11.95,7.175,5.805,18.02,33.205,105.34,209.594,Adult,Female
Tyrannus melancholicus,despotes,63010,MM,The Field Museum,1923,7,31,Brazil,Maranh‹o,null,Sao Luis,null,18.205,9.24,7.54,18.135,33.285,108.915,90.8,Adult,Male
Tyrannus melancholicus,despotes,63011,MM,The Field Museum,1923,9,7,Brazil,Maranh‹o,null,Sao Bento,null,17.685,9.66,6.345,16.755,27.78,103.02,null,HatchYear,Male
Tyrannus melancholicus,despotes,63012,MM,The Field Museum,1924,2,22,Brazil,Maranh‹o,Mangun�a Island,null,null,17.07,10.945,7.435,17.39,26.965,103.9,null,Adult,Female
Tyrannus melancholicus,despotes,63013,MM,The Field Museum,1925,1,26,Brazil,Piaui,null,Arara,null,17.965,9.95,7.06,16.6,29.715,110.73,null,Adult,Male
Tyrannus savana,savana,64595,MM,The Field Museum,1927,10,27,Uruguay,Maldonado,null,Maldonado,null,12.065,6.765,null,20.84,38.05,110.34,207.305,Adult,Male
Tyrannus savana,savana,64596,MM,The Field Museum,1927,11,4,Uruguay,Rocha,null,"Garzon, 7 mi N, Arroyo Garzon",null,10.69,6.19,5.2,18.245,34.065,106.47,186.644,Adult,Female
Tyrannus savana,savana,64597,MM,The Field Museum,1927,12,2,Uruguay,Treinta y Tres,null,"Treinta y Tres, 8 mi SW",null,11.365,6.46,4.835,18.87,37.03,110.995,254.88,Adult,Male
Tyrannus savana,savana,64598,MM,The Field Museum,1927,12,17,Uruguay,Lavalleja,null,Polanco,null,11.115,6.815,5.42,17.735,30.75,99.41,137.91,Adult,Female
Tyrannus savana,savana,64599,MM,The Field Museum,1927,1,24,Uruguay,Soriano,null,"15 mi Southwest of Dolores, Rio Uruguay",null,11.065,6.24,4.805,18.18,null,null,null,Adult,Female
Tyrannus savana,savana,64600,MM,The Field Museum,1927,1,27,Uruguay,Soriano,null,"Dolores, SW, Rio Uruguay",null,8.435,4.71,4.69,16.93,null,null,null,Fledgling,Female
Tyrannus melancholicus,satrapa,65602,MM,The Field Museum,1887,5,10,Mexico,Yucatan,null,null,null,19.74,9.815,7.335,20.205,25.58,108.15,84.04,SecondYear,Unknown
Tyrannus dominicensis,dominicensis,67292,MM,The Field Museum,1928,12,4,Haiti,null,null,"Trou Caiman, 40 mi W Port au Prince",null,20.54,10.75,8.425,18.635,null,null,84.53,SecondYear,Male
Tyrannus caudifasciatus,gabbii,67293,MM,The Field Museum,1928,12,3,Haiti,null,null,Kenskoff,1372m,17.065,8.855,6.485,20.725,22.73,99.895,78.59,Adult,Male
Tyrannus savana,monachus CA,70369,MM,The Field Museum,1923,9,29,Costa Rica,null,null,Buenos Aires,107m,12.165,6.54,5.44,17.225,33.25,104.53,null,Adult,Male
Tyrannus savana,monachus CA,70370,MM,The Field Museum,1923,9,16,Costa Rica,null,null,"Buenos Airies, pacific slope",107m,10.885,7.045,5.54,16.645,null,null,null,Adult,Female
Tyrannus forficatus,null,70372,MM,The Field Museum,1915,9,1,United States of America,Texas,Refugio County,Tivoli,null,14.63,8.445,6.675,18.515,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,70377,MM,The Field Museum,1916,3,30,United States of America,California,Orange,"Laguna Beach, California Hwy",null,15.35,8.785,6.785,19.86,41.685,132.46,88.65,Adult,Male
Tyrannus vociferans,vociferans,70378,MM,The Field Museum,1915,1,17,United States of America,California,San Bernardino,"Chino, 4 mi S",null,16.435,9.42,7.3,20.85,29.43,116.225,null,Adult,Female
Tyrannus vociferans,vociferans,70379,MM,The Field Museum,1914,12,25,United States of America,California,San Bernardino,Chino,null,14.52,9.145,7.305,18.955,35.615,124.145,88.78,Adult,Female
Tyrannus vociferans,vociferans,70380,MM,The Field Museum,1915,4,17,United States of America,California,Riverside,"Corona, 12 mi NW",null,15.49,8.78,7.14,20.46,38.41,129.76,null,Adult,Male
Tyrannus couchii,null,70390,MM,The Field Museum,1914,10,3,United States of America,Texas,Cameron County,Brownsville,null,16.855,10.53,7.4,18.395,29.78,120.145,95.38,SecondYear,Female
Tyrannus couchii,null,70403,MM,The Field Museum,1866,null,null,Mexico,null,null,null,null,15.395,9.79,8.015,18.42,32.015,115.02,null,Adult,Unknown
Tyrannus vociferans,vociferans,70497,MM,The Field Museum,1914,10,25,United States of America,California,San Bernardino,"Chino, 5 mi S",null,15.245,8.66,6.775,20.32,36.995,123.825,84.7,Adult,Female
Tyrannus melancholicus,satrapa,73221,MM,The Field Museum,1923,1,11,Costa Rica,Limon,null,Matina,30m,17.375,9.575,7.525,19.59,31.835,114.42,93.67,Adult,Male
Tyrannus melancholicus,satrapa,73222,MM,The Field Museum,1923,5,3,Costa Rica,Guanacaste,null,Las Canas,null,17.45,10.165,7.315,18.51,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,73224,MM,The Field Museum,1915,10,11,Colombia,Magdalena,null,Fundacion,null,20.56,10.74,8.215,18.12,null,null,null,Adult,Male
Tyrannus savana,monachus CA,73396,MM,The Field Museum,1923,9,16,Costa Rica,Puntarenas,null,"Buenos Aires, Pacific Slope",107m,11.36,6.625,5.34,17.105,null,null,null,HatchYear,Female
Tyrannus savana,monachus CA,73397,MM,The Field Museum,1923,9,17,Costa Rica,Puntarenas,null,"Buenos Aires, on the pacific slope",107m,11.095,6.54,5.245,17.65,32.48,100.255,201.302,Adult,Female
Tyrannus savana,monachus CA,73398,MM,The Field Museum,1923,9,20,Costa Rica,Puntarenas,null,"Buenos Aires, pacific slope",107m,11.325,6.02,5.425,18.44,34.14,102.23,null,Adult,Male
Tyrannus vociferans,vociferans,73943,MM,The Field Museum,1903,4,20,Mexico,Durango,null,"Rio Sestin, NW Durango",2286m,13.965,8.77,6.745,19.925,38.04,133.25,91.13,Adult,Male
Tyrannus savana,savana,75086,MM,The Field Museum,1929,12,10,Brazil,Goias,null,Veadeiros,null,11.1,null,null,16.985,null,null,null,Adult,Male
Tyrannus savana,savana,75087,MM,The Field Museum,1929,12,10,Brazil,Goias,null,Veadeiros,null,10.565,6.47,5.035,17.815,null,null,null,Adult,Male
Tyrannus savana,savana,75088,MM,The Field Museum,1929,12,11,Brazil,Goias,null,Veadeiros,null,11.045,6.79,5.105,17.635,null,null,null,Adult,Male
Tyrannus savana,savana,75089,MM,The Field Museum,1929,12,20,Brazil,Goias,null,Veadeiros,null,10.54,6.51,4.76,18.75,34.6,104.52,136.53,HatchYear,Male
Tyrannus albogularis,null,75090,MM,The Field Museum,1929,10,30,Brazil,Goias,null,Veadeiros,null,16.155,8.38,5.94,18.29,30.135,113.59,105.07,Adult,Male
Tyrannus dominicensis,dominicensis,92129,MM,The Field Museum,1932,1,5,Haiti,Tortuga Island,null,Bird Point,null,20.745,10.79,8.56,18.535,30.93,112.49,90.79,Adult,Female
Tyrannus albogularis,null,92133,MM,The Field Museum,1932,3,18,Venezuela,Monagas,null,Cocollar,1097m,14.195,8.245,6.23,18.54,null,null,null,Adult,Male
Tyrannus couchii,null,92819,MM,The Field Museum,1924,6,5,United States of America,Texas,Cameron County,Brownsville,null,8.155,null,null,17.83,null,null,null,Nestling,Female
Tyrannus vociferans,vociferans,93030,MM,The Field Museum,1929,5,7,United States of America,Arizona,Cochise,"Huachuca Mountains, Miller Canyon",1570m,16.05,8.17,6.57,19.255,34.88,123.345,85.46,Adult,Female
Tyrannus melancholicus,satrapa,93779,MM,The Field Museum,1934,4,19,Guatemala,Baja Verapaz,null,Salamana,null,16.96,14.125,7.775,17.415,28.115,112.845,null,Adult,Male
Tyrannus melancholicus,satrapa,93780,MM,The Field Museum,1933,12,22,Guatemala,Izabal,null,Bobos,null,16.85,10.5,7.265,19.805,23.08,105.98,85.25,SecondYear,Female
Tyrannus vociferans,vociferans,94648,MM,The Field Museum,1894,2,22,United States of America,California,San Diego,Lakeside,null,15.09,8.965,7.205,19.74,36.35,129.165,90.74,Adult,Female
Tyrannus couchii,null,97720,MM,The Field Museum,1924,9,23,United States of America,Texas,Cameron County,Brownsville,null,17.05,10.67,7.505,18.95,33.395,122.585,99.76,Adult,Male
Tyrannus melancholicus,satrapa,98852,MM,The Field Museum,1912,12,7,Brazil,null,null,"Boa Vista, Rio Branco",null,16.02,9.785,6.85,18.175,26.55,102.295,91.05,Adult,Female
Tyrannus crassirostris,crassirostris,102601,MM,The Field Museum,1941,8,15,Mexico,Michoacan,null,Apatzingan,null,17.815,12.57,9.415,20.52,36.245,127.155,96.89,HatchYear,Male
Tyrannus couchii,null,102826,MM,The Field Museum,1941,8,20,Mexico,Tamaulipas,null,Guemes,null,17.915,11.105,8.355,20.485,null,null,null,Adult,Female
Tyrannus couchii,null,102827,MM,The Field Museum,1941,8,4,Mexico,Tamaulipas,null,Altamira,null,18.21,null,null,20.425,27.29,110.415,89.3,HatchYear,Male
Tyrannus couchii,null,102828,MM,The Field Museum,1941,8,4,Mexico,Tamaulipas,null,Altamira,null,17.48,10.37,7.225,20,27.98,114.26,90.54,HatchYear,Male
Tyrannus savana,savana,102923,MM,The Field Museum,1941,10,18,Paraguay,Central,null,Colonia Nueva Italia,null,11.67,6.85,5.22,17.25,32.12,100.915,160.2,Adult,Female
Tyrannus savana,savana,102924,MM,The Field Museum,1941,10,27,Paraguay,Central,null,Colonia Nueva Italia,null,12.23,7.355,5.59,16.82,44.455,117.685,288.109,Adult,Male
Tyrannus melancholicus,melancholicus,102925,MM,The Field Museum,1941,10,18,Paraguay,Central,null,Colonia Nueva Italia,null,18.975,null,null,17.58,35.76,115.905,94.51,Adult,Male
Tyrannus melancholicus,melancholicus,102926,MM,The Field Museum,1941,10,21,Paraguay,Central,null,Colonia Nueva Italia,null,16.61,9.53,7.665,18.25,32.22,111.35,92.44,Adult,Female
Tyrannus melancholicus,melancholicus,102927,MM,The Field Museum,1941,10,21,Paraguay,Central,null,Colonia Nueva Italia,null,18.93,10.35,7.61,17.07,30.69,110.46,91.66,Adult,Female
Tyrannus savana,savana,108427,MM,The Field Museum,1937,5,26,Guyana,E Demerara-W Coast Berbice,null,Buxton,null,10.445,6.29,4.72,16.23,null,null,null,Adult,Female
Tyrannus savana,savana,108428,MM,The Field Museum,1937,5,24,Guyana,E Demerara-W Coast Berbice,null,Buxton,null,10.96,6.53,5.04,15.475,null,null,null,Adult,Female
Tyrannus savana,savana,108430,MM,The Field Museum,1937,5,25,Guyana,E Demerara-W Coast Berbice,null,Buxton,null,11.195,6.95,5.41,16.245,null,null,null,HatchYear,Unknown
Tyrannus savana,savana,108431,MM,The Field Museum,1937,5,25,Guyana,E Demerara-W Coast Berbice,null,Buxton,null,10.715,6.835,5.58,16.885,null,null,null,Adult,Male
Tyrannus savana,savana,108432,MM,The Field Museum,1937,5,30,Guyana,E Demerara-W Coast Berbice,null,Buxton,null,11.825,6.78,5.115,17.925,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,109930,MM,The Field Museum,1925,7,16,El Salvador,Sonsonate,null,Sonsonate,null,17.1,9.77,6.905,20.665,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,109931,MM,The Field Museum,1925,7,30,El Salvador,San Miguel,null,Laguna Olomega,null,16.27,9.415,6.85,18.86,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,109932,MM,The Field Museum,1912,3,7,El Salvador,San Salvador,null,San Salvador,null,16.125,9.955,7.6,20.55,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,109933,MM,The Field Museum,1912,3,20,El Salvador,San Salvador,null,San Salvador,null,16.655,9.85,7.08,19.555,25.575,105.07,84.79,SecondYear,Female
Tyrannus melancholicus,satrapa,109934,MM,The Field Museum,1925,8,31,El Salvador,San Migel,null,Laguna Olomega,61m,17.34,10.61,7.35,19.82,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,109935,MM,The Field Museum,1925,11,14,El Salvador,Morazan,null,Divisadero,244m,17.28,9.1,6.915,18.82,26.165,108.825,90.89,Adult,Male
Tyrannus savana,savana,110638,MM,The Field Museum,1937,9,3,Brazil,Mato Grosso do Sul,null,"Vaccaria, Fazenda Capao Bonita",null,11.26,6.54,5.87,17.56,41.83,113.65,285.01,Adult,Male
Tyrannus savana,savana,110639,MM,The Field Museum,1937,9,3,Brazil,Mato Grosso do Sul,null,"Vaccaria, Fazenda Capao Bonita",null,11.575,6.95,5.735,18.415,41.47,114.13,251.568,Adult,Male
Tyrannus savana,savana,110640,MM,The Field Museum,1937,10,11,Brazil,Mato Grosso do Sul,null,"Vaccaria, Fazenda Capao Bonita",null,12.13,6.69,5.11,19.065,41.535,111.95,233.601,Adult,Male
Tyrannus savana,savana,110641,MM,The Field Museum,1937,10,11,Brazil,Mato Grosso do Sul,null,"Vaccaria, Fazenda Capao Bonita",null,11.645,null,null,17.475,33.865,103.875,203.675,Adult,Female
Tyrannus albogularis,null,110652,MM,The Field Museum,1937,9,25,Brazil,Mato Grosso do Sul,null,"Vaccaria, Fazenda Capao Bonita",null,15.64,9.23,6.645,17.99,27.835,101.265,86.88,Adult,Female
Tyrannus savana,savana,110880,MM,The Field Museum,1937,12,3,Brazil,Parana,null,"Jaguariaiva, Fazenda Morungava",null,10.74,6.355,4.9,17.74,34.2,104.345,184.972,Adult,Female
