taxon_name;family_name;date;sex;age;length;rwing;rtarsu;blenght;bheight;bwidth;occiput;tail;bmass
Tyrannus melancholicus;Tyrannidae;2005-11-19;I;A;-;-;-;-;-;-;-;-;40
Tyrannus melancholicus;Tyrannidae;2005-11-19;I;A;-;-;-;-;-;-;-;-;42
Tyrannus savana;Tyrannidae;1999-10-24;F;I;28;10.4;-;-;-;-;-;-;-
Tyrannus savana;Tyrannidae;2000-09-09;M;A;38;11.4;1.82;1.52;0.62;1.42;3.95;27;38.2
Volatinia jacarina;Thraupidae ;1999-03-06;F;I;11.5;5;1.6;1.18;0.67;-;-;4.12;10
Volatinia jacarina;Thraupidae ;1999-03-07;M;A;12;5.4;1.67;1.21;0.64;-;-;4.87;12
Volatinia jacarina;Thraupidae ;1999-03-07;F;I;11;5;1.6;1.14;0.62;-;-;4.46;10.5
Volatinia jacarina;Thraupidae ;1999-03-21;M;A;10.3;4.8;1.65;0.94;0.59;-;-;4.4;11
Volatinia jacarina;Thraupidae ;1999-03-22;F;A;10.5;5.1;1.65;1.05;0.52;-;-;4.06;11
Volatinia jacarina;Thraupidae ;1999-03-22;M;A;10.6;5.1;1.54;0.99;0.58;-;-;4.23;11
Volatinia jacarina;Thraupidae ;1999-03-22;F;A;10.3;4.8;1.22;1.05;0.69;-;-;4.21;11
Volatinia jacarina;Thraupidae ;1999-03-22;M;A;10.7;5;1.55;0.95;0.62;-;-;4.47;10
Volatinia jacarina;Thraupidae ;1999-03-22;F;A;10.4;4.9;1.14;1;0.62;-;-;4.1;10
Volatinia jacarina;Thraupidae ;1999-03-22;F;A;10.6;4.9;1.56;0.93;0.59;-;-;4.74;10
Volatinia jacarina;Thraupidae ;1999-03-23;M;A;10.8;5.2;1.68;0.96;0.6;-;-;4.45;11
Volatinia jacarina;Thraupidae ;1999-05-01;F;I;-;-;1.37;1.3;0.55;-;-;3.96;-
Volatinia jacarina;Thraupidae ;1999-08-28;F;A;10;5.36;1.66;1.1;0.58;0.65;2.47;4.2;8.5
Volatinia jacarina;Thraupidae ;1999-09-25;M;J;10.5;5.2;1.59;0.98;0.55;0.68;2.47;4.71;9
Volatinia jacarina;Thraupidae ;1999-09-25;F;A;10.7;5.2;1.57;0.93;0.61;0.71;2.42;4.64;9
Volatinia jacarina;Thraupidae ;1999-10-23;I;A;-;5;-;1.15;-;-;-;-;10
Volatinia jacarina;Thraupidae ;1999-10-23;M;J;7.2;5.1;1.7;0.89;0.62;0.71;2.38;-;10
Volatinia jacarina;Thraupidae ;1999-10-23;M;A;10.4;5.3;1.68;0.93;0.58;0.66;2.44;4.89;10
Volatinia jacarina;Thraupidae ;1999-10-23;M;A;12;5.2;1.83;1.2;0.6;0.81;2.49;5.04;10
Volatinia jacarina;Thraupidae ;1999-10-24;M;J;10.4;5.3;0.57;0.98;0.61;0.69;2.49;4.75;9.5
Volatinia jacarina;Thraupidae ;1999-10-24;M;J;10.9;5.2;1.23;0.96;0.67;0.71;2.45;4.58;10
Volatinia jacarina;Thraupidae ;1999-10-24;M;J;10.8;5.2;1.9;1.01;0.58;0.7;2.51;4.71;10
Volatinia jacarina;Thraupidae ;2000-08-19;F;A;-;-;-;1.22;0.56;0.43;2.93;7.32;-
Volatinia jacarina;Thraupidae ;2000-09-17;F;A;10.7;5.1;1.77;1.06;0.55;0.59;3;4.54;9.7
Volatinia jacarina;Thraupidae ;2000-10-07;F;A;10.1;5;1.59;1.1;0.63;0.72;2.4;4.66;9
Volatinia jacarina;Thraupidae ;2000-10-07;M;J;10.9;5.2;1.66;0.99;0.63;0.74;2.43;4.66;10.1
Volatinia jacarina;Thraupidae ;2000-10-21;M;J;11.1;5.3;1.79;0.95;0.62;0.73;2.41;4.95;9.6
Volatinia jacarina;Thraupidae ;2000-10-21;M;J;10.3;5.2;1.92;1.05;0.65;0.84;2.5;4.41;9
Volatinia jacarina;Thraupidae ;2000-10-21;M;J;10.8;5.3;1.52;0.94;0.68;0.66;2.43;4.93;9
Volatinia jacarina;Thraupidae ;2000-10-29;F;A;10;5;1.56;1.06;0.56;0.69;2.36;4.6;8.7
Volatinia jacarina;Thraupidae ;2000-11-20;M;J;-;-;-;-;-;-;-;-;9.6
Volatinia jacarina;Thraupidae ;2000-12-13;F;A;10;4.9;1.61;1.01;0.57;0.76;2.51;4.59;10.2
Volatinia jacarina;Thraupidae ;2000-12-14;M;J;10.1;5.1;1.68;1.11;0.59;0.71;2.47;4.36;9.7
Volatinia jacarina;Thraupidae ;2000-12-14;F;A;10.9;4.9;1.58;1.03;0.64;0.72;2.38;4.75;10.7
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10;5.1;1.72;1.07;0.56;0.74;2.49;4.4;9.7
Volatinia jacarina;Thraupidae ;2000-12-16;F;A;11;5;1.67;0.96;0.63;0.75;2.48;4.2;10.6
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10.7;5.2;1.61;1;0.61;0.75;2.51;5.19;11
Volatinia jacarina;Thraupidae ;2000-12-16;M;A;11.1;5.2;1.61;1.12;0.63;0.78;2.64;4.6;10.7
Volatinia jacarina;Thraupidae ;2000-12-16;F;A;10.7;4.9;1.61;0.98;0.6;0.73;2.47;4.23;10.1
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10.9;5.2;1.62;1;0.61;0.76;2.48;4.62;11.2
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10.5;5.2;1.59;1.09;0.69;0.75;2.57;4.49;10.6
Volatinia jacarina;Thraupidae ;2000-12-16;F;A;10.2;5.1;1.73;1.14;0.61;0.79;2.41;4.49;10
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10.7;5.5;1.57;1.07;0.6;0.74;2.47;4.96;10.4
Volatinia jacarina;Thraupidae ;2000-12-16;M;J;10.4;5;1.63;1.11;0.59;0.79;2.53;4.44;10.7
Volatinia jacarina;Thraupidae ;2000-12-16;M;A;10.7;5.4;1.62;1.1;0.58;1.76;2.52;4.89;10
Volatinia jacarina;Thraupidae ;2000-12-17;M;J;10.8;5.1;1.51;1.05;0.53;0.87;2.43;4.66;10
Volatinia jacarina;Thraupidae ;2000-12-17;M;J;10.1;4.8;1.56;1.09;0.58;0.67;2.31;4.24;8.5
Volatinia jacarina;Thraupidae ;2000-12-17;F;A;10;4.7;1.68;1.07;0.59;0.81;2.47;4.72;9.5
Volatinia jacarina;Thraupidae ;2000-12-17;M;J;10.5;5.2;1.69;0.98;0.68;0.74;2.44;4.51;10.5
Volatinia jacarina;Thraupidae ;2000-12-17;F;A;10.4;5.1;1.66;1.12;0.61;0.75;2.46;4.69;9.7
Volatinia jacarina;Thraupidae ;2000-12-17;M;J;-;-;-;-;-;-;-;-;12.7
Volatinia jacarina;Thraupidae ;2000-12-17;M;J;-;-;-;-;-;-;-;-;9.7
Volatinia jacarina;Thraupidae ;2000-12-18;F;A;10;5;1.69;1.14;0.6;0.75;2.46;4.42;8.7
Volatinia jacarina;Thraupidae ;2000-12-18;M;J;10.3;5.2;1.6;0.99;0.62;0.73;2.53;4.89;9.6
Volatinia jacarina;Thraupidae ;2000-12-18;F;A;11;5.1;1.61;1.14;0.61;0.68;2.41;4.79;9
Volatinia jacarina;Thraupidae ;2000-12-18;F;A;10.5;4.9;1.67;1.03;0.6;0.68;2.4;4.16;9.2
Volatinia jacarina;Thraupidae ;2000-12-18;M;J;10;4.9;1.52;0.93;0.61;0.69;2.38;4.21;8.7
Volatinia jacarina;Thraupidae ;2001-01-09;M;J;10.1;4.9;1.69;1.09;0.6;0.84;2.42;4.35;9.7
Volatinia jacarina;Thraupidae ;2001-01-29;M;A;11;5;1.75;0.93;0.59;0.74;2.41;4.57;11
Volatinia jacarina;Thraupidae ;2001-01-29;M;A;10.5;4.9;1.8;0.88;0.56;0.69;2.43;3.98;9
Volatinia jacarina;Thraupidae ;2001-01-29;F;A;10.5;5.3;1.65;1.01;0.62;0.7;2.55;4.81;10.7
Volatinia jacarina;Thraupidae ;2001-01-29;F;A;10.1;5;1.59;1.01;0.58;0.73;2.47;4.5;10.2
Volatinia jacarina;Thraupidae ;2001-01-29;M;A;9.7;5.4;1.59;0.84;0.59;0.64;2.38;4.1;8.7
Volatinia jacarina;Thraupidae ;2001-01-29;F;A;11;5.1;1.54;1.04;0.61;0.69;2.35;4.79;10
Volatinia jacarina;Thraupidae ;2001-01-29;M;A;10.4;5;1.63;1.07;1.05;0.73;2.38;4.48;9.2
Volatinia jacarina;Thraupidae ;2001-01-29;F;A;10.2;5;1.69;1;0.67;0.75;2.48;4.27;10.4
Volatinia jacarina;Thraupidae ;2001-01-30;M;A;11;4.9;1.63;1.12;0.61;0.75;2.45;4.58;9.7
Volatinia jacarina;Thraupidae ;2001-03-21;M;A;10.4;4.9;1.55;1.03;0.59;0.63;2.28;4.54;8.7
Volatinia jacarina;Thraupidae ;2001-04-08;F;A;-;4.8;-;0.98;-;1.05;2.57;-;11.3
Volatinia jacarina;Thraupidae ;2001-04-08;F;A;9.9;5.2;1.7;1.09;0.62;0.78;2.39;4.43;11.4
Volatinia jacarina;Thraupidae ;2001-04-08;M;A;10.5;5.3;1.62;1.09;0.61;0.76;-;4.56;10.4
Volatinia jacarina;Thraupidae ;2001-04-09;M;A;10.4;5.1;1.61;1.16;0.58;0.71;2.45;4.51;10
Volatinia jacarina;Thraupidae ;2001-04-09;F;A;10.7;5;1.63;1.03;0.57;0.71;2.43;4.23;11.4
Volatinia jacarina;Thraupidae ;2001-04-09;F;A;10.7;5.1;1.64;1.18;0.69;0.87;2.54;4.65;12.4
Volatinia jacarina;Thraupidae ;2001-04-09;M;A;10.7;5.1;1.58;1.02;0.6;0.81;2.45;4.66;10.6
Volatinia jacarina;Thraupidae ;2001-04-09;M;A;10.8;5.2;1.58;1.1;0.58;0.7;2.44;4.73;11.4
Volatinia jacarina;Thraupidae ;2001-07-12;M;J;10.4;5.2;1.7;0.92;0.65;0.65;2.49;4.62;10
Volatinia jacarina;Thraupidae ;2001-07-12;F;A;-;5;1.53;1;0.61;0.7;2.46;4.41;-
Volatinia jacarina;Thraupidae ;2001-07-17;M;J;11;5.3;1.64;0.95;0.67;0.69;2.47;4.45;10
Volatinia jacarina;Thraupidae ;2001-07-17;F;A;10.8;5;1.73;1.01;0.6;0.75;2.51;4.67;10.1
Volatinia jacarina;Thraupidae ;2001-08-11;M;A;10.1;5;1.74;1.03;0.63;0.7;2.4;4.21;10
Volatinia jacarina;Thraupidae ;2001-08-18;M;A;9.6;4.9;1.8;0.8;0.4;0.5;2.2;4;9.4
Volatinia jacarina;Thraupidae ;2001-08-18;F;A;10.8;5;1.52;0.91;0.64;1.06;2.38;4.08;-
Volatinia jacarina;Thraupidae ;2001-08-18;F;A;10.1;5.1;2;0.98;0.62;0.68;2.43;4.14;9.4
Volatinia jacarina;Thraupidae ;2001-08-18;F;A;9.7;5;1.8;1.04;0.54;0.75;2.54;4.24;8.9
Volatinia jacarina;Thraupidae ;2001-08-19;M;A;11.8;5.11;1.61;0.72;0.66;0.76;2.42;4.53;9.9
Volatinia jacarina;Thraupidae ;2001-09-08;M;A;10.01;5.2;1.9;1.15;0.59;0.7;2.34;4.97;4.3
Volatinia jacarina;Thraupidae ;2001-09-08;M;A;10;4.9;1.88;1.09;0.68;0.72;2.3;4.11;8.6
Volatinia jacarina;Thraupidae ;2001-09-08;M;A;11;5.3;1.62;1.05;0.63;0.71;2.48;4.56;10
Volatinia jacarina;Thraupidae ;2001-09-08;M;A;10.8;5;1.65;0.92;1.58;0.69;2.46;4.2;8.7
Volatinia jacarina;Thraupidae ;2001-09-09;M;A;10;5.1;1.73;1.01;0.62;0.75;2.46;4.1;10
Volatinia jacarina;Thraupidae ;2001-09-09;F;A;9.9;5;1.88;1.03;0.64;0.67;2.34;4.32;9.8
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;9.7
Volatinia jacarina;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;9.95
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;9.5
Volatinia jacarina;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;8.2
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;10.7;-;-;-;-;-;-;-;9.4
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;10.8;5.2;1.64;1.09;0.66;0.73;2.55;4.71;10.8
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;10.5;-;-;-;-;-;-;-;10.05
Volatinia jacarina;Thraupidae ;2001-10-13;F;A;10.3;5.2;1.7;1.06;0.63;0.62;2.46;4.3;10.15
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;0.97;0.69;0.71;-;-;-
Volatinia jacarina;Thraupidae ;2001-10-13;F;A;10.5;5.2;1.64;1;0.7;0.82;2.47;4.59;10.5
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;10.3
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;10.8;5.4;1.74;0.97;0.62;0.7;2.44;4.9;9.9
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;9.3
Volatinia jacarina;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;9.4
Volatinia jacarina;Thraupidae ;2001-10-14;F;A;-;-;-;-;-;-;-;-;8.9
Volatinia jacarina;Thraupidae ;2001-10-14;F;A;-;-;-;-;-;-;-;-;9.7
Volatinia jacarina;Thraupidae ;2001-11-13;M;A;10.5;4.92;1.83;1;0.63;0.63;2.55;4.26;10.9
Volatinia jacarina;Thraupidae ;2001-11-13;F;A;-;-;-;-;-;-;-;-;9.9
Volatinia jacarina;Thraupidae ;2001-11-13;M;J;14.5;5.35;1.6;0.93;0.56;0.47;2.37;4.55;9.4
Volatinia jacarina;Thraupidae ;2001-11-13;F;I;-;-;1.75;-;-;-;-;-;-
Volatinia jacarina;Thraupidae ;2001-11-13;M;J;-;-;-;-;-;-;-;-;10
Volatinia jacarina;Thraupidae ;2001-11-13;M;J;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-11-13;M;I;11.3;-;-;-;-;-;-;-;10
Volatinia jacarina;Thraupidae ;2001-11-13;M;I;-;-;-;-;-;-;-;-;9.4
Volatinia jacarina;Thraupidae ;2001-11-13;F;A;-;4.85;1.8;0.9;0.57;0.52;2.37;-;9.4
Volatinia jacarina;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;10.9
Volatinia jacarina;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;11.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;10.9
Volatinia jacarina;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;11.1
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;11.9
Volatinia jacarina;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;11.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;J;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;9.4
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;9.1
Volatinia jacarina;Thraupidae ;2001-11-18;F;A;-;-;-;-;-;-;-;-;11.4
Volatinia jacarina;Thraupidae ;2001-12-10;F;A;-;-;-;-;-;-;-;-;9.9
Volatinia jacarina;Thraupidae ;2001-12-10;M;A;-;-;-;-;-;-;-;-;10.9
Volatinia jacarina;Thraupidae ;2001-12-10;F;A;-;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2001-12-10;F;A;-;-;-;-;-;-;-;-;9.9
Volatinia jacarina;Thraupidae ;2001-12-11;F;A;-;-;-;-;-;-;-;-;10.3
Volatinia jacarina;Thraupidae ;2001-12-11;M;A;-;-;-;-;-;-;-;-;10.9
Volatinia jacarina;Thraupidae ;2002-02-06;M;A;-;-;-;-;-;-;-;-;12.1
Volatinia jacarina;Thraupidae ;2002-03-17;F;A;11.2;5.2;1.83;0.96;0.62;0.71;2.4;4.35;9.5
Volatinia jacarina;Thraupidae ;2002-05-29;M;A;10.7;5;1.59;1.2;0.49;0.43;2.24;4.33;9.7
Volatinia jacarina;Thraupidae ;2002-06-17;F;A;11.1;5.3;1.71;0.96;0.61;0.68;2.45;4.71;10
Volatinia jacarina;Thraupidae ;2002-06-18;F;A;10.5;4.5;1.48;0.98;0.64;0.77;2.44;4.47;9
Volatinia jacarina;Thraupidae ;2002-07-12;M;I;-;-;-;-;-;-;-;-;10
Volatinia jacarina;Thraupidae ;2002-07-12;M;I;-;-;-;-;-;-;-;-;9.5
Volatinia jacarina;Thraupidae ;2002-07-12;F;I;-;-;-;-;-;-;-;-;8
Volatinia jacarina;Thraupidae ;2002-07-14;F;A;-;-;-;-;-;-;-;-;8.3
Volatinia jacarina;Thraupidae ;2002-11-28;I;I;-;-;-;-;0.55;-;-;-;-
Volatinia jacarina;Thraupidae ;2002-11-28;F;A;11;4.9;1.65;0.98;0.4;0.29;2.21;4.58;9.59
Volatinia jacarina;Thraupidae ;2002-11-28;M;J;10.6;5.6;1.56;1.05;0.74;0.77;2.31;5.07;8.5
Volatinia jacarina;Thraupidae ;2002-11-28;F;A;9.8;4.8;1.83;1.04;0.6;0.63;2.35;4.28;10
Volatinia jacarina;Thraupidae ;2002-11-28;F;I;-;-;1.6;1.08;0.59;0.62;2.51;-;-
Volatinia jacarina;Thraupidae ;2002-11-28;F;A;11;5.1;1.6;0.74;0.33;0.43;2.19;3.3;9.5
Volatinia jacarina;Thraupidae ;2002-11-28;I;I;-;5.2;1.51;1.3;0.56;0.54;2.42;3.85;-
Volatinia jacarina;Thraupidae ;2002-11-28;I;A;11.5;5;1.01;1.28;0.6;0.65;2.37;4.33;11
Volatinia jacarina;Thraupidae ;2002-11-29;M;J;10.5;-;-;-;-;-;-;-;10
Volatinia jacarina;Thraupidae ;2002-11-29;M;J;-;-;-;-;-;-;-;-;7
Volatinia jacarina;Thraupidae ;2004-10-16;M;J;7;5.3;-;1.09;-;-;-;-;11
Volatinia jacarina;Thraupidae ;2004-10-16;F;A;-;-;-;-;-;-;-;-;12
Volatinia jacarina;Thraupidae ;2004-10-16;M;J;-;-;-;-;-;-;-;-;10.5
Volatinia jacarina;Thraupidae ;2005-02-26;F;A;10.3;-;-;-;-;-;-;-;11.9
Volatinia jacarina;Thraupidae ;2005-02-26;M;A;9.9;-;-;-;-;-;-;-;10.4
Volatinia jacarina;Thraupidae ;2005-05-07;I;A;-;3;-;-;-;-;-;-;-
Volatinia jacarina;Thraupidae ;2005-05-07;F;I;-;-;-;-;-;-;-;-;11
Volatinia jacarina;Thraupidae ;2005-11-19;F;A;-;-;-;-;-;-;-;-;12
Volatinia jacarina;Thraupidae ;2005-11-19;M;J;-;-;-;-;-;-;-;-;13
Volatinia jacarina;Thraupidae ;2005-11-19;M;J;-;-;-;-;-;-;-;-;12.1
Volatinia jacarina;Thraupidae ;2005-11-19;F;A;-;-;-;-;-;-;-;-;11.5
Volatinia jacarina;Thraupidae ;2005-11-19;F;I;-;-;-;-;-;-;-;-;12.7
Volatinia jacarina;Thraupidae ;2005-11-19;M;I;-;-;-;-;-;-;-;-;11.2
Volatinia jacarina;Thraupidae ;2005-11-19;M;J;-;-;-;-;-;-;-;-;14
Volatinia jacarina;Thraupidae ;2005-11-19;F;A;-;-;-;-;-;-;-;-;13
Volatinia jacarina;Thraupidae ;2006-12-20;F;A;10.5;4.9;1.65;0.98;0.75;0.81;2.45;3.85;8.3
Volatinia jacarina;Thraupidae ;2006-12-20;F;A;10.1;5.1;1.75;1.05;0.58;0.67;2.52;4.52;10.1
Volatinia jacarina;Thraupidae ;2006-12-21;M;J;-;-;1.79;1.17;0.69;0.67;2.46;4.97;-
Volatinia jacarina;Thraupidae ;2006-12-21;M;J;9.9;4.9;1.87;1.17;0.59;0.89;2.44;4.49;9.9
Volatinia jacarina;Thraupidae ;2006-12-21;F;A;11;5.1;1.63;0.64;0.58;0.55;2.36;4.33;10.8
Volatinia jacarina;Thraupidae ;2007-03-31;F;A;-;-;-;-;-;-;-;-;13.2
Xolmis velatus;Tyrannidae;1999-02-28;I;A;21;-;2.55;2.07;0.67;-;-;9.3;-
Zonotrichia capensis;Passerellidae;1999-02-12;I;A;-;6.8;-;1.2;0.7;-;-;5.6;22.5
Zonotrichia capensis;Passerellidae;1999-02-28;I;A;12.5;6;-;1.17;0.65;-;-;3.41;19.5
Zonotrichia capensis;Passerellidae;1999-03-06;M;A;14;6.6;2.19;1.08;0.65;-;-;5.71;20.5
Zonotrichia capensis;Passerellidae;1999-05-01;M;A;14.5;6.7;2.03;1.35;0.76;-;-;6.92;18.5
Zonotrichia capensis;Passerellidae;1999-05-01;I;A;-;-;-;1.13;0.62;-;-;-;-
Zonotrichia capensis;Passerellidae;1999-05-01;M;A;12.9;6.1;1.96;1.19;-;-;-;5.4;20.5
Zonotrichia capensis;Passerellidae;1999-07-10;I;A;14.5;7;2.33;1.28;0.59;0.68;-;6.64;20.5
Zonotrichia capensis;Passerellidae;1999-07-11;M;A;13.2;6.2;1.99;1.32;0.69;0.84;-;5.71;20
Zonotrichia capensis;Passerellidae;1999-07-11;I;A;14;6.5;2.17;1.23;0.7;0.73;-;6.3;21
Zonotrichia capensis;Passerellidae;1999-07-11;I;A;14;6.8;2.23;1.14;0.65;0.81;-;6.15;-
Zonotrichia capensis;Passerellidae;1999-07-11;I;A;13.5;6.4;2.15;1.25;0.67;0.76;-;5.66;20
Zonotrichia capensis;Passerellidae;1999-08-15;I;A;14.4;6.7;2.28;1.23;0.71;0.66;-;6.15;21
Zonotrichia capensis;Passerellidae;1999-08-28;I;A;14.3;6.1;2.22;1.18;0.7;0.59;3.04;5.87;19
Zonotrichia capensis;Passerellidae;1999-09-25;I;A;13.7;6.5;2.3;1.31;0.65;0.91;3.06;6.02;20
Zonotrichia capensis;Passerellidae;1999-09-26;I;A;13.8;6.7;2.13;1.31;0.68;0.83;3.01;6.25;20
Zonotrichia capensis;Passerellidae;1999-09-26;I;A;14.3;6.5;2.13;1.22;0.66;0.72;3.04;6.37;20
Zonotrichia capensis;Passerellidae;1999-09-26;I;A;13.8;6.6;2.16;1.21;0.69;0.76;3.22;6.06;20
Zonotrichia capensis;Passerellidae;2000-12-18;I;A;13.9;6.5;2.27;1.16;0.69;0.91;3.03;6.62;19.7
Zonotrichia capensis;Passerellidae;2001-01-11;I;A;14.3;6.9;2.25;1.32;0.69;0.92;3.19;7;22.4
Zonotrichia capensis;Passerellidae;2001-01-29;I;J;14;7.3;2.51;1.19;0.66;0.63;3.15;6.29;20.7
Zonotrichia capensis;Passerellidae;2001-01-29;I;J;13.7;6.4;2.21;1.18;0.69;0.74;3;5.3;19.7
Zonotrichia capensis;Passerellidae;2001-01-29;I;J;13.9;6.3;2.22;1.35;0.68;0.83;3.03;6.18;20.7
Zonotrichia capensis;Passerellidae;2001-01-29;I;A;13.1;6.1;2.39;1.26;0.65;0.66;3.06;5.68;19
Zonotrichia capensis;Passerellidae;2001-01-29;I;J;13.8;7;2.61;1.12;0.66;0.74;3.08;5.56;19.5
Zonotrichia capensis;Passerellidae;2001-03-20;I;A;14;6.6;2.18;1.26;0.63;0.78;3.12;6.32;21.7
Zonotrichia capensis;Passerellidae;2001-03-20;I;A;-;-;-;-;-;-;-;-;22.5
Zonotrichia capensis;Passerellidae;2001-03-20;I;A;-;-;-;-;-;-;-;-;19.4
Zonotrichia capensis;Passerellidae;2001-03-20;I;J;-;-;-;-;-;-;-;-;18
Zonotrichia capensis;Passerellidae;2001-03-20;I;A;-;-;-;-;-;-;-;-;19.3
Zonotrichia capensis;Passerellidae;2001-04-09;I;A;14.1;6.7;2.27;1.35;0.67;0.86;3.22;6;22.4
Zonotrichia capensis;Passerellidae;2001-08-11;I;A;13.2;6.5;2.37;1.05;0.66;0.6;3.05;5.7;20.04
Zonotrichia capensis;Passerellidae;2001-08-11;I;A;-;2.2;-;1.2;0.67;0.62;-;-;-
Zonotrichia capensis;Passerellidae;2001-08-11;I;A;-;6.6;2.21;0.64;-;-;3.05;3.82;-
Zonotrichia capensis;Passerellidae;2001-08-11;I;A;-;-;2.46;1.06;0.68;0.62;3.06;5.2;18
Zonotrichia capensis;Passerellidae;2001-09-08;I;A;13.6;6.7;2.16;1.17;0.69;0.76;3.08;5.19;20
Zonotrichia capensis;Passerellidae;2001-09-08;I;A;13;6.3;2.14;1.09;0.63;0.76;3.09;5.5;18
Zonotrichia capensis;Passerellidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;23.4
Zonotrichia capensis;Passerellidae;2001-12-11;I;J;-;-;-;-;-;-;-;-;19.7
Zonotrichia capensis;Passerellidae;2002-05-31;I;I;13;-;-;-;-;-;-;-;-
Zonotrichia capensis;Passerellidae;2005-05-07;I;A;14.2;6.2;2.94;1.6;1.19;1.21;3.57;6.24;18.8
Zonotrichia capensis;Passerellidae;2006-05-06;I;A;14;6.7;2.33;1.14;0.65;0.78;3.09;5.64;20
;;;;;;;;;;;;;
